,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
26,2016-00018874,04/01/16,11:43,Bentleys at 7323 Baltimore Ave,04/01/16,23:43,Alcohol Violation,Arrest
28,2016-00018888,04/02/16,00:59,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/02/16,00:59,Injured/Sick Person,CBE
30,2016-00018961,04/02/16,11:48,North Gate at 4306 Campus Dr,04/02/16,11:48,Recovered Stolen Property,Arrest
32,2016-00019005,04/02/16,19:53,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",04/02/16,19:53,Injured/Sick Person,CBE
34,2016-00019025,04/02/16,22:06,"PG3, Stadium Drive Parking Garage at 4025 Stadium Dr",04/02/16,22:06,CDS Violation,Arrest
36,2016-00019069,04/03/16,01:20,Baltimore Ave,04/03/16,01:20,Injured/Sick Person,CBE
38,2016-00019089,04/03/16,04:10,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",04/03/16,04:17,Trespassing,CBE
40,2016-00019094,04/03/16,04:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/03/16,05:10,Dept Property Damage/Loss,CBE
42,2016-00019217,04/03/16,22:02,Frat Row,04/03/16,22:05,Traffic Offense,CBE
44,2016-00019264,04/04/16,00:26,Baltimore Ave,04/04/16,00:26,Juvenile Offense,CBE
46,2016-00019316,04/04/16,06:12,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",04/04/16,06:12,Damage to State Property,CBE
48,2016-00019366,04/02/16,06:00,South Campus Dining Hall at 7093 Preinkert Dr,04/04/16,10:55,Burglary,Unfounded
50,2016-00019368,04/04/16,09:50,"Atlantic Building, Computer & Space Sciences Building at 4254 Stadium Dr",04/04/16,10:55,Theft,Juvenile Arrest
52,2016-00019369,04/01/16,01:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",04/04/16,10:57,Theft,CBE
54,2016-00019384,03/30/16,18:00,St. Mary's Hall at 3949 Campus Dr,04/04/16,13:25,Theft,Juvenile Arrest
56,2016-00019387,04/04/16,13:30,Denton Hall at 3854 Stadium Dr,04/04/16,13:44,Emergency Petition,CBE
58,2016-00019399,03/31/16,12:30,Ellicott Hall at 4052 Stadium Dr,04/04/16,15:04,Theft,Suspended
60,2016-00019412,04/01/16,15:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",04/04/16,16:09,Theft,Juvenile Arrest
62,2016-00019417,04/01/16,22:00,250 block of Farm Dr,04/04/16,16:52,Theft,Suspended
64,2016-00019444,04/04/16,18:30,"Leonardtown #239, Leonardtown at 4610 Norwich Rd",04/04/16,18:36,CDS Violation,CBE
66,2016-00019483,04/04/16,22:57,Adelphi Rd,04/04/16,22:57,CDS Violation,Arrest
68,2016-00019506,04/05/16,00:23,Biology-Psychology Building at 4094 Campus Dr,04/05/16,00:23,Burglary,Arrest
70,2016-00019555,04/05/16,10:10,"Seneca Building, UC Center, UMUC Center, University Centre at 4716 Pontiac St",04/05/16,10:10,CDS Violation,Arrest
72,2016-00019575,04/05/16,07:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/05/16,12:18,Dept Property Damage/Loss,CBE
74,2016-00019615,04/05/16,16:49,Hagerstown Hall at 4000 Stadium Dr,04/05/16,16:49,Injured/Sick Person,CBE
76,2016-00019638,04/05/16,16:55,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",04/05/16,19:03,Theft,Suspended
78,2016-00019707,04/06/16,00:07,River Rd,04/06/16,00:07,DWI/DUI,Arrest
80,2016-00019726,04/06/16,01:53,Guilford Rd,04/06/16,01:53,DWI/DUI,Arrest
82,2016-00019747,04/06/16,05:01,Carroll Hall at 7284 Preinkert Dr,04/06/16,05:01,Injured/Sick Person,CBE
84,2016-00019800,04/06/16,11:50,"Seneca Building, UC Center, UMUC Center, University Centre at 4716 Pontiac St",04/06/16,11:56,Found/Recovered Property,Active/Pending
86,2016-00019819,04/06/16,14:05,Health Center at 3983 Campus Dr,04/06/16,14:05,Emergency Petition,CBE
88,2016-00019853,02/06/16,13:00,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",04/06/16,16:50,Theft,Suspended
90,2016-00019877,04/06/16,12:30,"Commons 6, SCC 6, South Campus Commons 6 at 6901 Preinkert Dr",04/06/16,17:59,Fraud,Suspended
92,2016-00019912,04/06/16,22:42,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",04/06/16,22:42,Suspicious Person/Auto,CBE
94,2016-00019916,04/06/16,23:04,Rhode Island Ave,04/06/16,23:04,Assist Other Agency,CBE
96,2016-00019942,04/07/16,01:57,Baltimore Ave,04/07/16,01:57,DWI/DUI,Arrest
98,2016-00020039,04/07/16,16:40,Paint Branch Gate at 8966 Paint Branch Dr,04/07/16,16:41,Injured/Sick Person,CBE
100,2016-00020049,04/07/16,16:40,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",04/07/16,17:30,Injured/Sick Person,CBE
102,2016-00020079,04/07/16,09:35,Lot Aa1,04/07/16,20:27,Theft,Juvenile Arrest
104,2016-00020080,04/07/16,08:25,4800 block of Berwyn House Rd,04/07/16,20:36,Vandalism,Active/Pending
106,2016-00020097,04/07/16,22:30,Cumberland Hall at 4145 Valley Dr,04/07/16,22:30,Injured/Sick Person,CBE
108,2016-00020101,04/07/16,22:47,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/07/16,22:47,Alcohol Violation,Arrest
110,2016-00020117,04/08/16,00:21,Hagerstown Hall at 4000 Stadium Dr,04/08/16,00:21,Injured/Sick Person,CBE
112,2016-00020121,04/08/16,00:45,Mckeldin Library at 7649 Library Ln,04/08/16,00:45,Injured/Sick Person,CBE
114,2016-00020130,04/08/16,02:19,Elkton Hall at 3981 Denton Service Ln,04/08/16,02:19,Alcohol Violation,CBE
116,2016-00020179,04/08/16,02:00,"Frat 7, Lamda Chi Alpha Fraternity at 7 Fraternity Row",04/08/16,10:04,Vandalism,Suspended
118,2016-00020207,03/01/16,{NO TIME},"Drazek Circle, UMUC at 346 Ehrensberger Dr",04/08/16,14:31,Suspicious Activity,CBE
120,2016-00020213,04/07/16,19:00,"Alpha Epsilon Pi, Frat 4 at 4 Fraternity Row",04/08/16,15:31,Theft,Suspended
122,2016-00020217,04/07/16,17:40,Van Munching Hall at 7699 Mowatt Ln,04/08/16,16:45,Theft,Juvenile Arrest
124,2016-00020218,04/08/16,16:30,"S Campus Surge, Susquehanna Hall at 4200 Lehigh Rd",04/08/16,16:48,Other Incident,CBE
126,2016-00020221,03/23/16,05:47,Hornbake Library at 4130 Campus Dr,04/08/16,17:20,Suspicious Activity,CBE
128,2016-00020275,04/08/16,22:54,Easton Hall at 3917 Denton Service Ln,04/08/16,22:54,Injured/Sick Person,CBE
130,2016-00020352,04/09/16,01:25,Archery Range at 2930 University Bl,04/09/16,01:25,DWI/DUI,Arrest
132,2016-00020366,04/09/16,03:57,South Campus Dining Hall at 7093 Preinkert Dr,04/09/16,03:57,Suspicious Person/Auto,CBE
134,2016-00020380,04/09/16,05:12,Annapolis Hall at 7626 Regents Dr,04/09/16,05:12,Injured/Sick Person,CBE
136,2016-00020386,04/09/16,01:00,"Frat 10, Sigma Kappa Sorority at 10 Fraternity Row",04/09/16,07:17,Vandalism,Suspended
138,2016-00020413,04/08/16,15:00,Lot 1b,04/09/16,12:24,Theft,Suspended
140,2016-00020444,04/08/16,16:30,Lot Z,04/09/16,16:43,Vehicle Tampering,Active/Pending
142,2016-00020483,04/09/16,21:48,University Bl,04/09/16,21:48,CDS Violation,Arrest
144,2016-00020484,04/09/16,22:00,4600 block of College Ave,04/09/16,22:02,Assist Other Agency,CBE
146,2016-00020516,04/10/16,00:19,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/10/16,00:19,Trespassing,Arrest
148,2016-00020529,04/10/16,01:00,Lot 2g,04/10/16,01:00,CDS Violation,CBE
150,2016-00020531,04/10/16,01:08,Terrapin's Turf at 4410 Knox Rd,04/10/16,01:08,Assault,Arrest
152,2016-00020572,04/09/16,23:00,Calvert Hall at 7551 Calvert Service Ln,04/10/16,10:05,Assist Other Agency,CBE
154,2016-00020590,04/10/16,11:00,Lot GG1,04/10/16,13:08,Accident,Active/Pending
156,2016-00020614,04/10/16,17:08,"Drazek Circle, UMUC at 346 Ehrensberger Dr",04/10/16,17:08,Recovered Stolen Property,Suspended
158,2016-00020682,04/10/16,22:45,Baltimore Ave,04/10/16,22:45,CDS Violation,Arrest
160,2016-00020683,04/10/16,22:40,University Courtyard #4 at 8400 Boteler Ln,04/10/16,22:47,Injured/Sick Person,CBE
162,2016-00020690,04/10/16,23:24,Greenbelt Rd,04/10/16,23:24,Warrant/Summons Service,Arrest
164,2016-00020792,04/08/16,{NO TIME},14 Regents Dr,04/11/16,09:27,Telephone/EMail Misuse (Title IX Related),CBE
166,2016-00020797,04/11/16,09:47,Paint Branch Gate at 8966 Paint Branch Dr,04/11/16,09:47,Warrant/Summons Service,Arrest
168,2016-00020821,04/11/16,12:00,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/11/16,12:22,Theft,Unfounded
170,2016-00020833,04/11/16,14:39,Ellicott Area Dining Hall at 4028 Stadium Dr,04/11/16,14:39,Suspicious Activity,CBE
172,2016-00020873,04/11/16,17:32,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr",04/11/16,17:32,Disorderly Conduct,CBE
174,2016-00020943,04/09/16,02:00,250 block of Stadium Dr,04/11/16,22:46,Theft,Active/Pending
176,2016-00020986,04/12/16,01:12,Baltimore Ave,04/12/16,01:12,CDS Violation,CBE
178,2016-00021048,04/12/16,10:11,,04/12/16,10:11,Accident,Active/Pending
180,2016-00021059,04/12/16,11:51,8200 block of Baltimore Ave,04/12/16,11:51,Check on the Welfare,CBE
182,2016-00021071,04/12/16,13:30,Centreville Hall at 4243 Valley Dr,04/12/16,13:43,Injured/Sick Person,CBE
184,2016-00021073,04/11/16,16:45,48 Chapel Dr,04/12/16,14:16,Theft,Suspended
186,2016-00021074,04/11/16,12:00,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",04/12/16,14:19,Theft,Juvenile Arrest
188,2016-00021119,04/12/16,13:45,,04/12/16,18:25,Stolen Motor Vehicle,Suspended
190,2016-00021126,04/12/16,18:52,"Eppley Recreation Center, ERC at 4128 Valley Dr",04/12/16,18:52,Theft,Juvenile Arrest
192,2016-00021133,04/08/16,09:20,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/12/16,19:25,Identity Theft,Suspended
194,2016-00021250,03/09/16,19:30,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",04/13/16,10:39,Theft,Juvenile Arrest
196,2016-00021252,04/13/16,10:45,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",04/13/16,10:45,Vandalism,Active/Pending
198,2016-00021279,04/13/16,13:00,University Bl,04/13/16,14:12,Dept Property Damage/Loss,CBE
200,2016-00021330,04/13/16,18:58,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/13/16,18:58,Telephone/EMail Misuse (Title IX Related),CBE
202,2016-00021436,04/14/16,00:28,Campus Dr,04/14/16,00:28,DWI/DUI,Arrest
204,2016-00021481,04/14/16,03:02,Ledos Restaraunt at 4509 Knox Rd,04/14/16,03:02,Suspicious Activity,CBE
206,2016-00021548,04/14/16,03:00,14 Regents Dr,04/14/16,10:30,Suspicious Person/Auto,CBE
208,2016-00021562,04/12/16,12:30,"Chemistry, Chemistry Building at 8051 Regents Dr",04/14/16,11:06,Suspicious Activity,Suspended
210,2016-00021569,04/14/16,11:30,Regents Dr,04/14/16,11:32,Fire,CBE
212,2016-00021575,04/11/16,18:00,"Commons 7, SCC 7, South Campus Commons 7 at 6801 Preinkert Dr",04/14/16,11:53,Theft,Juvenile Arrest
214,2016-00021586,04/08/16,14:45,420 block of Colonnade Dr,04/14/16,13:37,Theft,Active/Pending
216,2016-00021588,04/14/16,13:49,Mckeldin Mall,04/14/16,13:54,Harassment/Stalking,Arrest
218,2016-00021659,04/14/16,20:50,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/14/16,20:50,Theft,Suspended
220,2016-00021675,04/14/16,21:33,Frat Row,04/14/16,21:33,Trespassing,Arrest
222,2016-00021704,04/14/16,22:50,"Leonardtown #249, Leonardtown at 7563 Yale Ave",04/14/16,22:50,CDS Violation,Arrest
224,2016-00021742,04/15/16,00:52,Knox Rd,04/15/16,00:52,Vandalism,Arrest
226,2016-00021770,04/15/16,02:16,Cumberland Hall at 4145 Valley Dr,04/15/16,02:16,Injured/Sick Person,CBE
228,2016-00021790,04/15/16,03:48,Campus Dr,04/15/16,03:48,DWI/DUI,Arrest
230,2016-00021853,04/14/16,19:30,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",04/15/16,10:18,Theft,Juvenile Arrest
232,2016-00021882,04/15/16,14:50,Montgomery Hall at 7570 Regents Dr,04/15/16,14:50,Trespassing,Arrest
234,2016-00021885,04/15/16,15:03,Lot Z,04/15/16,15:03,Accident,CBE
236,2016-00021889,04/15/16,15:38,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/15/16,16:03,Other Incident,CBE
238,2016-00021892,04/14/16,01:30,Denton Hall at 3854 Stadium Dr,04/15/16,16:43,Theft,Suspended
240,2016-00021988,04/15/16,19:34,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd",04/15/16,19:34,CDS Violation,CBE
242,2016-00021991,04/15/16,19:41,Marie Mount Hall at 7814 Regents Dr,04/15/16,19:41,Injured/Sick Person,CBE
244,2016-00022019,04/15/16,20:42,Mckeldin Mall,04/15/16,20:42,Injured/Sick Person,CBE
246,2016-00022051,04/15/16,23:12,Cumberland Hall at 4145 Valley Dr,04/15/16,23:12,CDS Violation,CBE
248,2016-00022056,04/15/16,19:30,250 block of Denton Dr,04/15/16,23:35,Burglary,Active/Pending
250,2016-00022101,04/16/16,01:12,"PG3, Stadium Drive Parking Garage at 4025 Stadium Dr",04/16/16,01:12,Injured/Sick Person,CBE
252,2016-00022103,04/16/16,01:30,Calvert Rd,04/16/16,01:30,Injured/Sick Person,CBE
254,2016-00022115,04/16/16,02:40,University Bl,04/16/16,02:48,CDS Violation,Arrest
256,2016-00022124,04/16/16,05:30,4500 block of Beechwood Rd,04/16/16,05:31,Assist Other Agency,CBE
258,2016-00022128,04/15/16,16:00,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",04/16/16,06:52,Theft,Juvenile Arrest
260,2016-00022197,04/16/16,13:30,Mckeldin Mall,04/16/16,13:35,Injured/Sick Person,CBE
262,2016-00022240,04/15/16,19:30,8000 block of Boteler Ln,04/16/16,18:24,Theft,Juvenile Arrest
264,2016-00022262,04/06/16,00:30,"Commons 2, SCC 2, South Campus Commons 2 at 7524 Calvert Service Ln",04/16/16,20:21,Theft,Juvenile Arrest
266,2016-00022263,04/15/16,20:00,Allegany Hall at 4299 Lehigh Rd,04/16/16,20:21,Theft,Juvenile Arrest
268,2016-00022279,04/16/16,21:57,Tulane Dr,04/16/16,21:57,Warrant/Summons Service,Arrest
270,2016-00022374,04/17/16,02:30,4400 block of Knox Rd,04/17/16,02:30,Injured/Sick Person,CBE
272,2016-00022398,04/17/16,05:32,Lot 1b,04/17/16,05:36,Theft from Auto,Suspended
274,2016-00022401,04/17/16,07:50,Denton Area Dining Hall at 3951 Denton Service Ln,04/17/16,08:02,Injured/Sick Person,CBE
276,2016-00022407,04/17/16,08:50,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/17/16,09:08,Disorderly Conduct,Suspended
278,2016-00022462,04/17/16,14:47,Calvert Rd,04/17/16,14:47,DWI/DUI,Arrest
280,2016-00022463,04/17/16,15:21,,04/17/16,15:21,CDS Violation,Arrest
282,2016-00022659,04/17/16,22:00,Worcester Hall at 7405 Preinkert Dr,04/18/16,01:11,Injured/Sick Person,CBE
284,2016-00022671,04/18/16,02:38,Cumberland Hall at 4145 Valley Dr,04/18/16,02:38,Injured/Sick Person,CBE
286,2016-00022721,04/15/16,15:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",04/18/16,09:50,Vandalism,Suspended
288,2016-00022796,04/15/16,13:00,"Kirwan Hall, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",04/18/16,14:20,Theft,Juvenile Arrest
290,2016-00022817,04/18/16,13:41,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/18/16,16:08,Suspicious Person/Auto,Active/Pending
292,2016-00022818,04/18/16,16:08,Benjamin Building at 3942 Campus Dr,04/18/16,16:08,Police Information,CBE
294,2016-00022820,04/15/16,17:00,South Campus Dining Hall at 7093 Preinkert Dr,04/18/16,16:54,Theft,Juvenile Arrest
296,2016-00022977,04/19/16,05:49,Paint Branch Py,04/19/16,05:49,Warrant/Summons Service,Arrest
298,2016-00023002,04/04/16,09:00,"Leonardtown, Leonardtown #201, Leonardtown Leonardtown Office Building at 4725 Rossborough Ln",04/19/16,08:49,Theft,Active/Pending
300,2016-00023010,04/19/16,09:35,Mckeldin Mall,04/19/16,09:35,Disorderly Conduct,CBE
302,2016-00023011,04/19/16,09:44,8100 block of Baltimore Ave,04/19/16,09:44,Assist Other Agency,CBE
304,2016-00023041,04/19/16,12:30,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",04/19/16,12:30,Theft,Suspended
306,2016-00023066,02/15/16,10:00,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave",04/19/16,15:08,Vandalism,Active/Pending
308,2016-00023082,04/19/16,16:56,Health Center at 3983 Campus Dr,04/19/16,16:56,Emergency Petition,CBE
310,2016-00023116,04/15/16,20:00,Van Munching Hall at 7699 Mowatt Ln,04/19/16,18:35,Theft,Juvenile Arrest
312,2016-00023206,04/19/16,23:42,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",04/19/16,23:42,CDS Violation,CBE
314,2016-00023299,04/20/16,02:00,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave",04/20/16,08:24,Vandalism,Arrest
316,2016-00023303,04/20/16,08:59,Ellicott Area Dining Hall at 4028 Stadium Dr,04/20/16,08:59,Other Incident,CBE
318,2016-00023307,04/20/16,09:24,"Eppley Recreation Center, ERC at 4128 Valley Dr",04/20/16,09:24,Other Incident,CBE
320,2016-00023380,04/20/16,14:00,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/20/16,14:23,Assault,Arrest
322,2016-00023386,04/20/16,14:54,University Bl,04/20/16,14:54,Assist Other Agency,CBE
324,2016-00023391,04/13/16,12:00,"Hornbake Mall, Hornbake Plaza",04/20/16,15:02,Theft,Active/Pending
326,2016-00023392,04/19/16,08:00,South Campus Dining Hall at 7093 Preinkert Dr,04/20/16,15:03,Fraud,Active/Pending
328,2016-00023422,04/01/16,08:00,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",04/20/16,16:06,Theft,Juvenile Arrest
330,2016-00023492,04/16/16,16:00,8100 block of Boteler Ln,04/20/16,21:52,Theft,Active/Pending
332,2016-00023571,04/21/16,01:35,"Computer Science Instructional Center, CSIC at 8169 Paint Branch Dr",04/21/16,01:35,Suspicious Activity,CBE
334,2016-00023586,04/21/16,02:11,Queen Anne's Hall at 7645 Preinkert Dr,04/21/16,02:11,Injured/Sick Person,CBE
336,2016-00023724,04/21/16,08:00,Martin Hall at 4298 Campus Dr,04/21/16,14:54,Fraud,Unfounded
338,2016-00023799,04/21/16,21:03,"Drazek Circle, UMUC at 346 Ehrensberger Dr",04/21/16,21:03,Warrant/Summons Service,Arrest
340,2016-00023838,04/21/16,23:38,Police Impound Lot,04/21/16,23:38,CDS Violation,Arrest
342,2016-00023869,04/22/16,00:50,Ellicott Hall at 4052 Stadium Dr,04/22/16,00:50,Injured/Sick Person,CBE
344,2016-00023884,04/22/16,01:24,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/22/16,01:24,Warrant/Summons Service,Arrest
346,2016-00023943,04/21/16,17:30,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",04/22/16,08:58,Vandalism,Active/Pending
348,2016-00023945,04/22/16,09:00,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",04/22/16,09:02,Recovered Stolen Property,Suspended
350,2016-00023960,04/20/16,07:30,South Campus Dining Hall at 7093 Preinkert Dr,04/22/16,10:37,Fraud,CBE
352,2016-00023966,04/15/16,12:13,Easton Hall at 3917 Denton Service Ln,04/22/16,11:38,Hate Bias Incident,Active/Pending
354,2016-00023970,04/22/16,12:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/22/16,12:11,Title IX Incident Non Criminal,CBE
356,2016-00023981,04/20/16,13:00,"Francis Scott, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282 Chapel Ln",04/22/16,15:30,Missing Person/Runaway,Unfounded
358,2016-00023984,04/22/16,10:14,Denton Hall at 3854 Stadium Dr,04/22/16,15:32,Harassment/Stalking,Suspended
360,2016-00024016,04/22/16,11:00,Easton Hall at 3917 Denton Service Ln,04/22/16,18:26,Fraud,Active/Pending
362,2016-00024106,04/22/16,23:54,270 at 4316 Rowalt Dr,04/22/16,23:54,Domestic (Title IX Related),CBE
364,2016-00024118,04/23/16,00:21,"La Plata Hall, LaPlata hall at 4121 Farm Dr",04/23/16,00:21,Injured/Sick Person,CBE
366,2016-00024130,04/23/16,00:57,Knox Rd,04/23/16,00:57,Alcohol Violation,Arrest
368,2016-00024161,04/23/16,03:10,Prince Frederick Hall at 7030 Preinkert Dr,04/23/16,03:10,Suspicious Person/Auto,CBE
370,2016-00024163,04/23/16,03:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",04/23/16,03:34,Dept Property Damage/Loss,CBE
372,2016-00024168,04/23/16,08:14,Lot 24d,04/23/16,08:14,CDS Violation,Suspended
374,2016-00024170,04/23/16,07:30,,04/23/16,08:23,Missing Person/Runaway,Unfounded
376,2016-00024184,04/23/16,08:30,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",04/23/16,10:14,Theft,Suspended
378,2016-00024206,04/23/16,12:25,7500 block of Yale Ave,04/23/16,12:25,CDS Violation,Arrest
380,2016-00024242,04/23/16,18:24,4200 block of Knox Rd,04/23/16,18:24,Damage to State Property,CBE
382,2016-00024246,04/23/16,18:52,17 Lehigh Rd,04/23/16,18:52,Missing Person/Runaway,CBE
384,2016-00024337,04/24/16,00:40,Knox Rd,04/24/16,00:40,Recovered Stolen Motor Vehicle,Active/Pending
386,2016-00024438,04/24/16,14:05,Field Hockey & Lacrosse Complex at 8483 Paint Branch Dr,04/24/16,14:05,Injured/Sick Person,CBE
388,2016-00024441,04/23/16,23:00,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",04/24/16,15:43,Vandalism,Arrest
390,2016-00024534,04/24/16,23:38,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/25/16,00:00,Trespassing,CBE
392,2016-00024587,04/25/16,08:33,9500 block of Baltimore Ave,04/25/16,08:33,Assist Other Agency,CBE
394,2016-00024602,04/25/16,10:02,West Gate at 3841 Stadium Dr,04/25/16,10:02,Warrant/Summons Service,Arrest
396,2016-00024621,04/25/16,12:13,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/25/16,12:13,Injured/Sick Person,CBE
398,2016-00024653,04/25/16,12:50,Lot 1b,04/25/16,15:36,Theft,Suspended
400,2016-00024667,04/22/16,20:00,4600 block of Knox Rd,04/25/16,16:42,Assist Other Agency,CBE
402,2016-00024702,04/25/16,20:46,Mowatt La,04/25/16,20:46,Accident - Departmental,Active/Pending
404,2016-00024704,04/25/16,18:00,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",04/25/16,21:48,Theft,Juvenile Arrest
406,2016-00024711,04/25/16,22:53,Benjamin Building at 3942 Campus Dr,04/25/16,22:53,CDS Violation,CBE
408,2016-00024770,04/26/16,05:17,250 block of Denton Dr,04/26/16,05:17,Injured/Sick Person,CBE
410,2016-00024877,04/23/16,17:00,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr",04/26/16,15:09,Theft,Juvenile Arrest
412,2016-00024900,04/12/16,{NO TIME},University Courtyard #1 at 8100 Boteler Ln,04/26/16,19:24,Theft,Juvenile Arrest
414,2016-00024911,04/26/16,20:30,Easton Hall at 3917 Denton Service Ln,04/26/16,20:35,CDS Violation,Arrest
416,2016-00024961,04/27/16,00:20,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",04/27/16,00:21,Emergency Petition,CBE
418,2016-00025048,04/10/16,{NO TIME},South Campus Dining Hall at 7093 Preinkert Dr,04/27/16,10:14,Fraud,Arrest
420,2016-00025122,04/18/16,15:00,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",04/27/16,16:44,Theft,Juvenile Arrest
422,2016-00025127,04/27/16,17:52,Hagerstown Hall at 4000 Stadium Dr,04/27/16,17:52,CDS Violation,Arrest
424,2016-00025197,04/28/16,00:50,Baltimore Ave,04/28/16,00:50,CDS Violation,Arrest
426,2016-00025278,04/28/16,{NO TIME},"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr",04/28/16,11:09,Vandalism,Active/Pending
428,2016-00025284,04/28/16,11:50,"Frat 12, Zeta Tau Alpha Sorority at 12 Fraternity Row",04/28/16,11:50,Injured/Sick Person,CBE
430,2016-00025404,04/29/16,00:40,,04/29/16,00:40,DWI/DUI,Arrest
432,2016-00025426,04/29/16,02:05,7400 block of Baltimore Ave,04/29/16,02:15,Assist Other Agency,CBE
434,2016-00025439,04/29/16,03:33,Easton Hall at 3917 Denton Service Ln,04/29/16,03:33,CDS Violation,CBE
436,2016-00025492,04/29/16,10:57,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",04/29/16,10:57,Theft,Suspended
438,2016-00025533,04/29/16,08:00,Cumberland Hall at 4145 Valley Dr,04/29/16,14:09,Police Information,Active/Pending
440,2016-00025534,04/27/16,19:00,"Atlantic Building, Computer & Space Sciences Building at 4254 Stadium Dr",04/29/16,14:11,Theft,Active/Pending
442,2016-00025598,04/29/16,20:17,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",04/29/16,21:17,Vandalism,Active/Pending
444,2016-00025638,04/30/16,00:23,Landmark s at 4500 College Ave,04/30/16,00:23,Suspicious Activity,CBE
446,2016-00025708,04/30/16,14:25,Marie Mount Hall at 7814 Regents Dr,04/30/16,14:25,Injured/Sick Person,CBE
448,2016-00025712,04/30/16,14:39,Stadium Dr,04/30/16,14:39,Injured/Sick Person,CBE
450,2016-00025721,04/30/16,16:48,Lot 1b,04/30/16,16:48,Recovered Stolen Property,Arrest
452,2016-00025722,04/30/16,17:08,"Armory, Reckord Armory at 4490 Rossborough Ln",04/30/16,17:08,Damage to State Property,Active/Pending
